Chemical Location (Inventory),Chemical Location Confidential - EPCRA,Is Trade Secret?,Tenant ID,Facility Id,Chemical Id,Data Sheet URL
Forklift,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,1e6b8217-2f35-4bef-a3a6-c2e06b121401,https://cdn.complyauto.com/safety/shared/safetyDataSheet/e06d2759-268d-46ea-870f-f9c1ad2c9e8a.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,0d98506c-9696-446c-9522-07b86998f5dd,https://cdn.complyauto.com/safety/shared/safetyDataSheet/045889f1-622a-44ec-899c-89517434afac.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,51d99512-57d2-4321-889a-f3756d85c682,https://cdn.complyauto.com/safety/shared/safetyDataSheet/dfd3733d-3710-4d3a-ad71-d9a8144422b5.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,4d231800-b005-4ea8-9ec0-6a0a1110fde5,https://cdn.complyauto.com/safety/shared/safetyDataSheet/473fffa6-500b-49bc-bd39-3829d318f520.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,cc9b6ac5-ca41-4a29-8107-e8b7dbf278c9,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/018fec99-8a8f-4b02-921d-421a8792f4e9/safetyDataSheets/091d074e-4c1b-4a16-9ec3-8a6c88a2a33d.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T205250Z&X-Amz-Expires=604800&X-Amz-Signature=7b214532a9aa0f2e64eeda231944743f0e3aa781ba473a17859c77cd63899c27&X-Amz-SignedHeaders=host&x-id=GetObject
Service Dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,0783bf36-d65f-4bdc-9a2a-04a7ea7f316e,https://cdn.complyauto.com/safety/shared/safetyDataSheet/233ecabc-b9db-4ec6-baaa-393dfa672ea8.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,d1610aba-5ca3-4b75-bb55-b06da3cd246f,https://cdn.complyauto.com/safety/shared/safetyDataSheet/b60105e8-d72d-4115-81b5-a99e73b0aa81.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,e9289dd1-bf1d-46b2-a479-67edfbbfd47e,https://cdn.complyauto.com/safety/shared/safetyDataSheet/d6f913f0-b5de-4db1-bafd-b3d3bed73b66.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,6fe0925c-9b88-48e6-b349-a8e0f6ff9099,https://cdn.complyauto.com/safety/shared/safetyDataSheet/d799d6d0-0f1a-4e0f-ad92-b9f8223318fc.pdf
Parts dept,Not Applicable,Not Applicable,018fec99-8a8f-4b02-921d-421a8792f4e9,b7f953ef-a8cb-4ba5-a173-88a44b144343,3bb161c9-f310-4882-b776-72bb735d2839,https://cdn.complyauto.com/safety/shared/safetyDataSheet/4837ef09-eb0a-4581-af01-00b12240735f.pdf
Parts dept,Not Applicable,Not Applicable,,,,
