Chemical Location (Inventory),Chemical Location Confidential - EPCRA,Is Trade Secret?,Tenant ID,Facility Id,Chemical Id,Data Sheet URL
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,bc1aeb51-a6e1-4237-bc75-c285eeb01682,45dd3f3d-39b8-4463-879a-98590fe256f1,https://cdn.complyauto.com/safety/shared/safetyDataSheet/6ec84e12-20f0-4398-b330-dbfe9b4b5cf0.pdf
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,84d7dd81-8ece-4d3d-bc62-15fe889741a9,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/37fdd3e3-271d-4b48-a1fd-b42556882e20.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=b02be93f8a716e2c19218dc2a93544401b098da3679f4b16192d1c6eee2be8fa&X-Amz-SignedHeaders=host&x-id=GetObject
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,7d0f0a01-9b48-49a1-ad79-566ee2cd0ef3,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/129adfd7-b3ff-4759-8b6e-70d15eaf2784.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=9834e0e5246fb9ec657eeec37e3e7af2ac8c4327f006f78a00c80ac6864e5309&X-Amz-SignedHeaders=host&x-id=GetObject
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,e69c1106-bb9b-411c-9fcc-ba5ba4efaa73,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/959e6d71-61c3-4b71-800d-8169b86ea596.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=f2556575b7e294fd090ea518038316bc884ab24687f495c2bbc95d6b49a32ba6&X-Amz-SignedHeaders=host&x-id=GetObject
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,b94781fd-ed0e-4dbb-a060-c77f40553a22,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/3b2f8391-e547-4a5a-8ef1-65d31315e346.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=19efc1be29cc285b74e983922c0fa40823445ada353d163825bbe680e8d5cc6f&X-Amz-SignedHeaders=host&x-id=GetObject
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,9a23671e-c77e-4bca-8efd-014775443cfd,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/56326d32-27d1-47e1-b621-e7e6bdebeaf9.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=54d00923c69ab26f49c1df4e36c35de0afad81218e92c4c868b4b7e14612990d&X-Amz-SignedHeaders=host&x-id=GetObject
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,cee3641c-8ed6-46d1-9099-66385b977e5d,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/64c67efa-24fc-46b1-bd9f-7adf2826d9ee.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=8e4d3bcd5eb463030d867f56c99dcb94e0fd17b758e996eedef510baf8fcf6ab&X-Amz-SignedHeaders=host&x-id=GetObject
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,713b50e5-e8ce-4249-9b7f-bf94e0acfecf,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/0415c437-d112-4eb2-945c-1f2d74f176aa.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=3d0cc946030848d7d41d3b3a64c21f9796688ccfc9bb2010d4271fdf2026a97c&X-Amz-SignedHeaders=host&x-id=GetObject
Building,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,052a71bc-4b6f-4562-9cb6-d6ae8d28d149,https://cdn.complyauto.com/safety/shared/safetyDataSheet/f11fb114-df8a-493a-b7fa-10f55270876b.pdf
center of shop,no,Not Applicable,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,b4929d0f-0ebd-4c30-9699-be4e72fdf6c9,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/724009a7-fc86-4fba-86e2-dfb7a5776882.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=d0c4e83403a2b6bdd467dfe1466fe27fc1171ec3dc89ec8814ff04dff380f3e9&X-Amz-SignedHeaders=host&x-id=GetObject
NORTH EAST SIDE OF BUILDING IN OIL ROOM,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,ea1bf237-4b66-4f16-9fe6-5ca29995d844,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/e5dd48d6-e64a-4904-a86d-1c4b63072547.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=5da00a727b6943901332ee62d73b57e4c3a6d9885fd1a3915bbd9545994eb1ab&X-Amz-SignedHeaders=host&x-id=GetObject
NORTH EAST SIDE OF BUILDING IN OIL ROOM,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,dc115865-c928-4273-9c73-e07b06b07afd,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/52c6a4e5-c935-4ee4-a1ec-f031a459193b.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=c9ffa7250a6b3f3044e34fb2f5e8c301ad93f74d634cc447f7f990b32f28b106&X-Amz-SignedHeaders=host&x-id=GetObject
CENTER OF SHOP ,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,a0c96571-3c9c-4225-8e5c-257bb77482c4,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/f76509f4-349d-4017-b7f1-b1c049350203.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=16b6d16376966ea444d266bf8f4feb4769782ff0eacf8c44977761a3143fcae6&X-Amz-SignedHeaders=host&x-id=GetObject
inside parts department quart bottles ,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,42d94481-e621-4345-ba25-e97ab1308bfb,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/f09bb313-a03d-46d4-9473-23b72b6e9996.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=045968fdae8d9a997ac1ad627fdf18fece6ac9bf8b3246397568449847224d63&X-Amz-SignedHeaders=host&x-id=GetObject
NORTH EAST SIDE OF BUILDING IN OIL ROOM,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,6689dd29-5a7b-44cd-be1d-dfc049171140,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/5b083100-8a2a-4d64-802a-29aef849ce94.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=54a92281554ec29f6fd4b28d0e7dec40dd4694c81bd2ad4272756d3a6bc91467&X-Amz-SignedHeaders=host&x-id=GetObject
NORTH EAST SIDE OF BUILDING IN OIL ROOM,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,4237ab55-892f-40b7-bebc-45c104ec3c52,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/8d579ca6-5e64-491b-b6fb-e0cd5529222d.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=e65c677a72e3557933f5d6a14d729755956a6151a261482017c81bd0cfed9bd6&X-Amz-SignedHeaders=host&x-id=GetObject
BIN 126 INSIDE PART DEPT,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,d26d05d6-92cd-45c0-93cf-0bfcee30bc64,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/df95f197-3e5a-4935-831b-7eae220e7314.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=f11c96f6d54c6b17396e3d4ae89057959dc8d5de677cd5c16dfc862d763f4184&X-Amz-SignedHeaders=host&x-id=GetObject
inside parts department 126 ,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,90b57b76-2f73-4cde-82bc-afbc4c4c75f8,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/76955624-6709-477f-9daf-93c2816f1d01.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=b1ce117ab59aae06d9dafef590a0d5e3e56608250209e4a8e735d86a1ef8f618&X-Amz-SignedHeaders=host&x-id=GetObject
NORTH EAST SIDE OF BUILDING IN OIL ROOM,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,ed0b6258-32e3-4f15-9415-c00b2dba5a3c,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/da038ed1-79e4-4051-8847-eef5e12c0757.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=b3acee4e9cabf8647e7be5c160ff4d4f98b7bf135a83bc8b66d6b808a0e092d8&X-Amz-SignedHeaders=host&x-id=GetObject
NORTH EAST SIDE OF BUILDING IN OIL ROOM,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,dd6ade6d-964d-48f6-bf5a-c0bb1212ce56,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/70429d49-51b5-44ce-ba2b-a82c040abaa0.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=7f908e30c0162ada704d83f30c4cc363f40d335a126fb1c98e8896dd071316f4&X-Amz-SignedHeaders=host&x-id=GetObject
inside parts department quart bottles ,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,917df877-3788-4f7e-95e1-4091651064e4,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/f153009c-0ee7-4a7e-8606-3e186baac488.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=a75267ba27796df5f721899f943c4000558a1547a908b81d143d819a8d2e845c&X-Amz-SignedHeaders=host&x-id=GetObject
NORTH EAST SIDE OF BUILDING IN OIL ROOM,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,8e909a6b-e3fa-4f89-9e95-88e02986b021,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/cc3f3b47-80f4-4af3-99f9-a194732f0732.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=5619d829cd48c9a69048c0736e5d70a52c9ee75fbe0f6ec91d2cd58959e426e6&X-Amz-SignedHeaders=host&x-id=GetObject
inside parts department quart bottles ,no,no,883b7124-9c13-41ff-a6ee-341efbcde9ca,5f7123ac-6326-4bbf-95c1-99d3bbb1d45a,9bca6524-da36-49e2-9079-d247e9b2c77b,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/883b7124-9c13-41ff-a6ee-341efbcde9ca/safetyDataSheets/f546acc0-6dd1-474c-a374-d53cf3d8117f.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240227%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240227T125214Z&X-Amz-Expires=604800&X-Amz-Signature=1faae3d8ee47643145462320b9c52e44d6ec0e2e7ceeae93bc3e87598ebc373a&X-Amz-SignedHeaders=host&x-id=GetObject
