Chemical ID,Chemical Name,CAS Number,No CAS Number?,Alternate ID,Is Ehs?,Pure or Mixture?,Is Solid?,Is Liquid?,Is Gas?,Is Trade Secret?,Density,Density Units,Physical Hazards,Health Hazards,Oregon Hazards,IFC Hazards,No Hazards - Not Reporting?,EHS Form,Needs Review?
78454019-521f-40cf-b60c-9842f6c1e475,"Flammable Gas Mixture: 1,3-Butadiene / Acetylene / Carbon Monoxide / Ethane / Ethylene / Hydrogen / Methane / Methyl Acetylene / Nitrogen / Propadiene / Propane / Propylene",,TRUE,X12EY53C80AC000,FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0.07,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
577d7dac-19fa-41d4-84a4-e6f88b3494ba,SUBARU THROTTLE PLATE CLEANER,N/A,TRUE,SOA868V9170,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.9,KILOGRAMS_PER_LITER,FLAMMABLE,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT,,FLAMMABLE,FALSE,NONE,
c2f9bb44-d0d5-4e88-b456-b8c00fbf296e,SUBARU CARBON CLEAN,,TRUE,SOA868V9165,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.95,KILOGRAMS_PER_LITER,FLAMMABLE,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
2ccc67b0-a67b-4e18-af42-53342b95c952,Coin/Button Lithium Manganese Dioxide Battery,Not applicable to Batteries which are classified as Articles,TRUE,0222 – Lithium Coin,FALSE,MIXTURE,TRUE,FALSE,FALSE,FALSE,0,POUNDS_PER_CUBIC_FOOT,,SKIN_IRRITANT|EYE_IRRITANT,,,TRUE,NONE,
3a8675b0-fe8d-486f-a191-ae66c9bc130a,44K® Platinum,64742-48-9,FALSE,PF05,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.8677,KILOGRAMS_PER_LITER,FLAMMABLE,SKIN_IRRITANT|ACUTE_TOXICITY|ASPIRATION_HAZARD,,FLAMMABLE,FALSE,NONE,
a7d98aba-75f2-426d-917d-cae78190eedc,BG DOT 4 Brake Fluid,,TRUE,P840-xxxx,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.07,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY,,,FALSE,NONE,
fa9e3b0e-3796-42ce-bac0-d7cdc2268c4d,SUBARU AUTOMATIC TRANSMISSION FLUID/POWER STEERING FLUID,N/A,TRUE,"SOA868V9240, SOA868V9241",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.86,KILOGRAMS_PER_LITER,COMBUSTIBLE_DUST,SKIN_IRRITANT|EYE_IRRITANT,,COMBUSTIBLE,FALSE,NONE,
2022f22c-ddc9-4b05-8b3c-59906893aad5,SUBARU AUTOMATIC TRANSMISSION FLUID/POWER STEERING FLUID,N/A,TRUE,"SOA868V9240, SOA868V9241",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.86,KILOGRAMS_PER_LITER,,SKIN_IRRITANT|EYE_IRRITANT,,COMBUSTIBLE,FALSE,NONE,
0c64ee57-df11-40b7-a989-fa2a6abae748,SUBARU TOP ENGINE CLEANER,N/A,TRUE,SOA868V9160,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.82,KILOGRAMS_PER_LITER,FLAMMABLE,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|REPRODUCTIVE_TOXICITY|SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
c2d9f0bf-dfed-43de-a6a0-08e6bcecc57c,ZEP ID FLUSH 5GL,67-64-1,FALSE,000000000000464339,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.76,KILOGRAMS_PER_LITER,FLAMMABLE,EYE_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,FLAMMABLE,FALSE,NONE,
7741efef-a1f3-47f4-b28b-439a8ddf1f5d,Subaru Long Life Super Coolant 50/50 Prediluted Antifreeze and Engine Coolant,,TRUE,SOA868V9270,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,1.07,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
96b9ad75-3330-4ac4-8ce0-49ffcb6e4484,Lucas Upper Cylinder Lubricant,64742-54-7,FALSE,"10003, 10013, 10020, 10080, 10086, 10090",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,7.462,POUNDS_PER_GALLON,,,,,TRUE,NONE,
0c797d87-17f0-447f-a8b4-70afd6427ab6,Subaru CVT Fluid Lineartronic,,TRUE,1830025,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.85,KILOGRAMS_PER_LITER,COMBUSTIBLE_DUST,,,COMBUSTIBLE,FALSE,NONE,
d7f61988-3ac9-425a-b3ad-f9c789370039,SUBARU AUTOMATIC TRANSMISSION FLUID/POWER STEERING FLUID,N/A,TRUE,"SOA868V9240, SOA868V9241",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.86,KILOGRAMS_PER_LITER,FLAMMABLE,SKIN_IRRITANT|EYE_IRRITANT,,COMBUSTIBLE,FALSE,NONE,
5f01fb73-8bf0-47a1-b6bb-bcaf54a43cc7,SUBARU AUTOMATIC TRANSMISSION FLUID/POWER STEERING FLUID,N/A,TRUE,"SOA868V9240, SOA868V9241",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.86,KILOGRAMS_PER_LITER,COMBUSTIBLE_DUST,SKIN_IRRITANT|EYE_IRRITANT,,COMBUSTIBLE,FALSE,NONE,
3cf28a6c-7a63-4eed-afd7-17d2845f9777,Lithium Iron Disulfide Batteries,,TRUE,"L91 (AA), L92 (AAA)",FALSE,MIXTURE,TRUE,FALSE,FALSE,FALSE,2,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT,,,FALSE,NONE,
39f8a4c1-566d-4956-863d-b393c26e9d28,Coin/Button Lithium Manganese Dioxide Batteries,,TRUE,12005-A,FALSE,MIXTURE,TRUE,FALSE,FALSE,FALSE,3,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY,,,TRUE,NONE,
9f99aad7-ca94-401d-9fdf-cad86abfe665,Energizer Lithium Iron Disulfide Batteries,,TRUE,"L91, L92, EA91, EA92",FALSE,MIXTURE,TRUE,FALSE,FALSE,FALSE,1.7,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
3b6895be-077a-4641-93fa-a8950e6ca664,Lithium Iron Disulfide Batteries,,TRUE,"L91 (AA), L92 (AAA)",FALSE,MIXTURE,TRUE,FALSE,FALSE,FALSE,2,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT,,,FALSE,NONE,
a9850eb3-bfc0-4b14-bef3-4644b93042a0,"25% Oxygen in Argon, Gas Mix",,TRUE,00244256,FALSE,MIXTURE,FALSE,FALSE,TRUE,FALSE,0,POUNDS_PER_CUBIC_FOOT,OXIDIZER|COMPRESSED_GAS,,,FLAMMABLE,FALSE,NONE,
28910943-fbb1-41b5-bb25-09d687d8822d,"Acetylene, dissolved in Acetone",74-86-2,FALSE,001237,FALSE,PURE,FALSE,FALSE,TRUE,FALSE,0.0691,POUNDS_PER_CUBIC_FOOT,FLAMMABLE|COMPRESSED_GAS,,,FLAMMABLE,TRUE,NONE,
3dc2f76e-0d52-4577-8cad-5a22ade3987f,FANFARO 6712 SM for Subaru 5W-30,,TRUE,49.0.15,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.85,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
32a53778-ad81-471c-b055-e06e07fe1515,"Idemitsu Full Synthetic Engine Oil 0W-20 GF-6, 12x1 Quart",,TRUE,30013012-75000C020,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.84,KILOGRAMS_PER_LITER,,,,COMBUSTIBLE,TRUE,NONE,
5ff7449f-f93c-4e70-809a-646f42bc980f,Nonflammable Refrigerated Liquid Mixture: Argon (Refrigerated Liquid) 75% / Carbon Dioxide (Refrigerated Liquid) 25%,,TRUE,010439,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.11,POUNDS_PER_CUBIC_FOOT,COMPRESSED_GAS,,,,TRUE,NONE,
51e576f9-66ba-4671-9b44-c30bef797499,"Lead-acid Battery, Wet, filled with acid",N/A,TRUE,UN2794,TRUE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0,POUNDS_PER_GALLON,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CARCINOGENIC|GERM_CELL_MUTAGENIC|SPECIFIC_TARGET_ORGAN_TOXICITY,,CORROSIVE,FALSE,NONE,
4c96bad4-8a8a-437f-b7f4-60df447776fc,Beck/Arnley Prediluted Antifreeze / Coolant EXTENDED LIFE BLUE,,TRUE,252-1501,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,1.07,KILOGRAMS_PER_LITER,CORROSIVE_TO_METAL,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
9aa60d8c-076e-4f86-83c7-06198f950f7b,MAG 1 PSF 12/12OZ #813,,TRUE,MAG00813,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.86,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
20dd10d9-76ab-48bf-aba0-c4173e0ee89b,"Idemitsu Full Synthetic Engine Oil 0W-16 GF-6B, 12x1 Quart",,TRUE,30013013-75000C020,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.84,KILOGRAMS_PER_LITER,COMBUSTIBLE_DUST,,,COMBUSTIBLE,TRUE,NONE,
100c46da-68b2-45d4-a47d-2a8b38230715,5W30 C1 FULLY SYNTH,,TRUE,"XMF010, XMF050",FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,0.85,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
0923217c-cb92-48cd-88b2-1dfe09512683,LubriGold Full Synthetic Motor Oil,64742-54-7,FALSE,LG-001,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,0.86,KILOGRAMS_PER_LITER,,,,,TRUE,NONE,
cbaa07da-3a98-4d1b-8308-a7681be93319,BG Battery Cleaner & Leak Detector,7732-18-5,FALSE,885,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.0108,KILOGRAMS_PER_LITER,FLAMMABLE,,,FLAMMABLE,FALSE,NONE,
de8341e1-0ecd-404b-9805-9fffe890e669,FORANE ® 134a,811-97-2,FALSE,04134,TRUE,PURE,FALSE,FALSE,TRUE,FALSE,1.21,KILOGRAMS_PER_LITER,COMPRESSED_GAS,EYE_IRRITANT|CAUSES_RESPIRATORY_OR_SKIN_SENSITIZATION|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
9750b0c1-c9cb-4527-8e4e-add1e05db280,Castrol GTX 10W-30,,TRUE,459835-US12,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1000,KILOGRAMS_PER_CUBIC_FOOT,,SKIN_IRRITANT,,,FALSE,NONE,
ab742f24-4cfb-4bf1-b651-968fe83a3911,MAG1 DOT 3 BRAKE FLUID 32 FL.OZ.,,TRUE,MAG00120,FALSE,MIXTURE,FALSE,TRUE,FALSE,TRUE,1.075,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|SKIN_IRRITANT|EYE_IRRITANT|REPRODUCTIVE_TOXICITY|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
e667df04-7cf4-4542-a497-e9c9e569644e,BG DOT 3 Brake Fluid,,TRUE,P850-xxxx,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,1.04,KILOGRAMS_PER_LITER,,ACUTE_TOXICITY|EYE_IRRITANT,,,FALSE,NONE,
7a02c522-1ed5-4de0-aa85-ce6ad5e5ca12,R-134A,811-97-2,FALSE,BID16-060,FALSE,PURE,FALSE,TRUE,TRUE,FALSE,1.22,KILOGRAMS_PER_LITER,,SKIN_IRRITANT|EYE_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,,TRUE,NONE,
ca496247-83b1-4e53-b780-bdd19d4b3d91,Febreze Set & Refresh (Air Freshener) – Rain / Ginger Verbena,N/A,TRUE,N/A,FALSE,MIXTURE,FALSE,TRUE,FALSE,FALSE,NK,POUNDS_PER_GALLON,,EYE_IRRITANT|SKIN_IRRITANT|SPECIFIC_TARGET_ORGAN_TOXICITY,,,FALSE,NONE,
