Chemical Location (Inventory),Chemical Location Confidential - EPCRA,Is Trade Secret?,Tenant ID,Facility Id,Chemical Id,Data Sheet URL
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,1ea66df5-0671-4ea3-82ec-b38d6f874ddd,https://cdn.complyauto.com/safety/shared/safetyDataSheet/52557b31-ecf7-46b7-a2c2-854457ad4d42.pdf
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,ed874546-3dbb-4d13-8363-b3e42bc1052b,https://cdn.complyauto.com/safety/shared/safetyDataSheet/2eda43b5-bc1c-40a3-a5a2-f51fd2e29ce4.pdf
service shop,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,9745dde9-55e0-4d14-9ab1-d13da5cd4079,https://cdn.complyauto.com/safety/shared/safetyDataSheet/c3b387f9-e89f-416c-b263-460615e2a2de.pdf
service shop,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,60070f8a-5ebe-445a-95a7-7a07398cbb7a,https://cdn.complyauto.com/safety/shared/safetyDataSheet/6afaffba-447f-4584-b255-7c1821c341cf.pdf
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,1732d325-3968-4088-bbd7-b7798e08abe5,https://cdn.complyauto.com/safety/shared/safetyDataSheet/e2c524e3-85f2-41b8-8523-614af8d7729f.pdf
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,35dd7569-07f4-4b50-9036-ad5648df37e5,https://cdn.complyauto.com/safety/shared/safetyDataSheet/03ed91cd-699f-4c30-9ba6-9d6c77f0c491.pdf
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,94ffd1f5-f6f8-4c3a-9c2f-c7ee92f607f9,https://cdn.complyauto.com/safety/shared/safetyDataSheet/db8f289d-98a9-479d-90cd-927ba4be4904.pdf
service shop,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,9ac1cd6a-1b2f-4009-9f45-15c30789b2e9,https://cdn.complyauto.com/safety/shared/safetyDataSheet/e3d991a8-0856-4624-a578-e2599d026042.pdf
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,2781d8e8-0481-4859-bb40-24ab609ddcd5,https://cdn.complyauto.com/safety/shared/safetyDataSheet/99e9462a-d1fa-4c3b-922d-b22e73d392c6.pdf
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,de6fc613-1631-4719-94ae-e5a240863c7b,1b5dcd64-a55c-40f6-8be0-307059992577,https://cdn.complyauto.com/safety/shared/safetyDataSheet/91292b72-0710-4a22-98ca-ddee8adf2d51.pdf
parts department and service shops,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,52dafd05-c97e-47f8-8ff7-88916d2f4a3b,4f3b2eb5-fa97-4afc-90c3-3f96279204b5,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/5a9b2331-09e9-4bea-b35d-1556e4a160b2/safetyDataSheets/778c15cc-0e57-4cf2-8bfe-0f5896797db0.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T211316Z&X-Amz-Expires=604800&X-Amz-Signature=a663b492a348b64b09360fee94a372a14b4fa16bb36244fd4a51488d9a50aaba&X-Amz-SignedHeaders=host&x-id=GetObject
South West corner of shop- parts room,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,52dafd05-c97e-47f8-8ff7-88916d2f4a3b,6cf9234f-43a6-498f-889e-d353bc9adeba,https://s3.us-east-1.amazonaws.com/storage.complyauto.com/safety/5a9b2331-09e9-4bea-b35d-1556e4a160b2/safetyDataSheets/b8f7bab2-b1c5-4a40-8ffb-cab26de80051.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=AKIA45VTHIYLIIVESHIB%2F20240225%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20240225T211316Z&X-Amz-Expires=604800&X-Amz-Signature=190951917094dd5dc6a1605c910acbdcff3a896cc34624aef30afcca89aa9f80&X-Amz-SignedHeaders=host&x-id=GetObject
South West corner of shop- parts room,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,52dafd05-c97e-47f8-8ff7-88916d2f4a3b,b1e1f02c-15e8-457b-9b3a-e08ae1fe0cbe,https://cdn.complyauto.com/safety/shared/safetyDataSheet/a2485d6f-0cb5-4c49-99f4-e52b1a01ea3e.pdf
South West corner of shop- parts room,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,52dafd05-c97e-47f8-8ff7-88916d2f4a3b,45d9f40f-ace3-492a-9cb6-2988f1abc5f3,https://cdn.complyauto.com/safety/shared/safetyDataSheet/66104ebc-dc55-4d5b-b469-d986321dbc7e.pdf
South West corner of shop- parts room,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2781d8e8-0481-4859-bb40-24ab609ddcd5,https://cdn.complyauto.com/safety/shared/safetyDataSheet/99e9462a-d1fa-4c3b-922d-b22e73d392c6.pdf
South West corner of shop- parts room,no,no,5a9b2331-09e9-4bea-b35d-1556e4a160b2,52dafd05-c97e-47f8-8ff7-88916d2f4a3b,1b5dcd64-a55c-40f6-8be0-307059992577,https://cdn.complyauto.com/safety/shared/safetyDataSheet/91292b72-0710-4a22-98ca-ddee8adf2d51.pdf
South West corner of shop- parts room,no,no,,,,
