Facility ID,Reporting Year,Key,Value,Extension Type
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,businessName,Freeman Motors Inc dba Freeman Collision Center,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,calarpRegulatedSubstance,yes,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,hasAPS,no,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,generatesHazardousWaste,yes,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,recycle,yes,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,treatsHazardousWaste,no,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,hazardousWasteFinancialAssuranceRequirements,Not Applicable,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,hazardousWasteConsolidate,no,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,hazardousWasteTankClosureRemoval,Not Applicable,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,hazardousWasteRCRA,no,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,hazardousWasteHHWCollectionSite,no,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,businessPhone,(707) 542-2349,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,businessFax,(707) 542-7183,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,dunBradStreet,02-942-9263,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,sicCode,7532,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,naicsCode,811121,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,totalNumberOfUst,0,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,indianOrTrustLand,no,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,supervisorDivisionSectionOffice,N/A,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,boeNumber,N/A,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,permitHolder,N/A,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,financialInstitutionOrSuretyCountry,United States,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,numberOfEmployees,22,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,apsaConditionallyExempt,no,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,apsaTotalStorageCapacity,0,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,apsaTanksInUndergroundAreas,0,EPCRA
52dafd05-c97e-47f8-8ff7-88916d2f4a3b,2023,apsaDateOfCertificationOrReview,2024-02-21,EPCRA
